,nodes,edges,pos
1653,1653,"[1130, 2469, 2090, 3321, 4238, 2898, 4866, 301, 444, 564, 860, 1104, 2560, 4384]","[0.10006058501556436, 0.5008029558080628]"
1654,1654,"[3835, 3869, 614, 4657, 4987]","[0.8647450484518735, 0.6920348343397265]"
1655,1655,"[55, 243, 567, 1013, 4770, 2903, 1902, 4959, 3052, 4803, 1663, 464, 494, 753, 1850, 2347, 2456, 2496, 2774, 2852, 3441, 4487, 4856]","[0.0807173812601546, 0.5785553278285402]"
1656,1656,"[173, 630, 2665, 3085, 85, 241, 318, 1325, 2234]","[0.19969511674103624, 0.43621589690803253]"
1657,1657,"[4128, 2028, 4840, 2627, 4787, 1056, 3209, 3289, 3567, 4446, 4589]","[0.8718232810901408, 0.9841387240344859]"
1658,1658,"[1431, 3836, 1676, 3234, 2142, 2162, 40, 422, 1047, 1465, 2151, 2467, 3075]","[0.6363069408557233, 0.9272441349608804]"
1659,1659,"[1014, 1360, 1646, 4529, 3301, 4096, 3630, 94, 1476, 1793, 2071, 2585, 3736, 3818, 3845, 4155, 4528]","[0.3666070981418974, 0.8920004758377116]"
1660,1660,"[3290, 2696, 4434]","[0.8592431636627595, 0.5665204690840344]"
1661,1661,"[2247, 3634, 4122, 4310]","[0.9952228575107033, 0.44657563906132647]"
1662,1662,"[320, 951, 1139, 2670, 2914, 1939, 371, 654, 839, 904, 1318, 1612, 2084, 2268, 2764, 3701, 3770, 4557, 4773]","[0.9882761952230286, 0.703059191799364]"
1663,1663,"[55, 243, 567, 1655, 2774, 4487, 2852, 4770, 4856, 3052, 2456, 464, 849, 1013, 1608, 1902, 2815, 2903, 3237, 3441, 3721, 4803, 4959]","[0.09979238350132935, 0.5840866435129083]"
1664,1664,"[402, 1368, 2283, 4500, 3474, 3544, 1810, 1901, 4325, 4405]","[0.42570026735618716, 0.7259753451476999]"
1665,1665,"[574, 3898, 4023, 4354, 2955, 1954, 266, 1045, 1320, 2541, 3358, 3580, 4918]","[0.2132637382850161, 0.19848392879317045]"
1666,1666,"[540, 994, 2050, 2275, 2744, 4041, 510, 1100, 1675, 2441, 2885, 3091, 3283, 3603, 4388, 4943]","[0.2945013250003946, 0.6143370969171927]"
1667,1667,"[1457, 1564, 3442, 3389, 2444, 1803, 2577, 3948, 4431, 277, 506, 607, 1111, 1720, 2034, 2175, 2374, 2614, 2648, 3235, 4182, 4186]","[0.11698911479045015, 0.14957265703778522]"
1668,1668,"[569, 706, 935, 3573, 4489, 1996, 3412, 3111, 731, 822, 985, 2168, 2363, 2583, 3294, 3315, 4511]","[0.02156524222148537, 0.9123204153758121]"
1669,1669,"[182, 2065, 2618, 4719, 2232, 2550, 3375, 41, 570, 902, 1963, 2344, 2377, 4407, 4523]","[0.067583084374496, 0.3842259256973898]"
1670,1670,"[78, 137, 1136, 3624, 4305, 2946, 3930, 2734, 977, 1202, 1913, 2126, 3991, 4836]","[0.41948683329715164, 0.12533153207936443]"
1671,1671,"[99, 714, 3829, 3945, 1893, 3246, 2318, 2109, 2346, 2400, 3291, 3600, 3967, 4049, 4265]","[0.25757845134260715, 0.6872366914243188]"
1672,1672,"[102, 3974, 2181, 4455, 3590, 3540, 382, 1441, 1792, 2622, 2790]","[0.6019139823089285, 0.48499035077607133]"
1673,1673,"[600, 663, 775, 1255, 2044, 4475, 2826, 4978, 2576, 1768, 56, 126, 191, 2293, 2431, 2553, 3726, 4037, 4544, 4980]","[0.3951803092838919, 0.0693468762321191]"
1674,1674,"[160, 397, 984, 996, 1242, 4419, 2922, 1865, 3933, 120, 1216, 1417, 1869, 2795, 3469, 3693, 4118, 4262, 4629]","[0.12427572479085702, 0.9813284634271507]"
1675,1675,"[510, 540, 4388, 994, 1666, 2050, 3091, 3283, 3564, 3758]","[0.2711075395556011, 0.6312770634276623]"
1676,1676,"[422, 1658, 2162, 2467, 3234, 3836, 1338, 1715, 2189, 2926, 3440]","[0.6453665907927462, 0.9177324444894696]"
1677,1677,"[3502, 2933, 4251, 2240, 2993, 4864, 835, 971, 1714, 2435, 3463]","[0.5002263926791916, 0.4597874920265931]"
1678,1678,"[337, 1186, 3353, 2092, 2148, 2912, 3512, 3523, 4260]","[0.5736670328035074, 0.9073557371810556]"
1679,1679,"[588, 1171, 1541, 1581, 3218, 2115, 3241, 172, 605, 713, 726, 734, 769, 975, 1359, 2966, 4094, 4574]","[0.8182144211789175, 0.489647330469149]"
1680,1680,"[193, 644, 1587, 1705, 3755, 3601, 3808, 251, 1461, 1516, 1567, 1955, 1978, 2502, 3038, 3782, 4459, 4553, 4810]","[0.5413164213156665, 0.2173686860504671]"
1681,1681,"[3491, 1837, 2758, 683, 839, 1192, 2268, 2378, 2921, 2989, 4124]","[0.9418240849860268, 0.7021550058370755]"
1682,1682,"[218, 3069, 1689, 4277, 2801, 357, 917, 1538, 4033, 4582]","[0.8518206187108324, 0.3610858489933023]"
1683,1683,"[1520, 4706, 4871, 30, 530, 2117, 3754, 4609]","[0.717969782756996, 0.7653950335675486]"
1684,1684,"[4298, 4017, 2442, 3017, 1788, 4892, 1981, 745, 1032, 1727, 1805, 2798, 3593, 3756]","[0.2650690801647796, 0.05743785033860771]"
1685,1685,"[447, 3037, 4323, 3119, 2081, 2319, 1937, 1973, 2464, 2598, 3972, 4559]","[0.5051643567617117, 0.7624392313699194]"
1686,1686,"[267, 1229, 3021, 4349, 4924, 637, 2324, 4963, 4993]","[0.9881619360958036, 0.1702731710266503]"
1687,1687,"[47, 161, 1816, 3559, 3054, 3237, 2815, 4030, 424, 464, 782, 1117, 1585, 2538, 2722, 2774, 2893, 3622, 3773]","[0.13059546479760586, 0.5465635478725578]"
1688,1688,"[4064, 3318, 2507, 4996, 3925, 690, 2226, 4507]","[0.37097905492012406, 0.359666691802621]"
1689,1689,"[357, 1538, 1682, 4033, 2801, 4277, 3069, 218, 3640, 4582, 4596]","[0.8499007666433918, 0.34656435328241186]"
1690,1690,"[4187, 2873, 2212, 3278, 4805]","[0.1832055588463145, 0.3216887759610677]"
1691,1691,"[1035, 1299, 2751, 3169, 3679, 2591, 4568, 1754, 316, 1065, 1801, 2075, 2566, 3248, 4381, 4715, 4872, 4920]","[0.9030058216429113, 0.17650320395695862]"
1692,1692,"[1061, 1561, 1882, 1828, 3346, 2711, 2557, 3866, 623, 1123, 1446, 1447, 1505, 2510, 2891, 4518, 4543, 4632, 4655]","[0.07060905110478533, 0.27525331235190953]"
1693,1693,"[1403, 4451, 3552, 451, 563, 2410, 4854]","[0.3241602238766321, 0.9448849988858984]"
1694,1694,"[404, 1621, 2055, 3985, 289, 308, 1138, 2382, 3255, 3538]","[0.9290048490705425, 0.873184907397252]"
1695,1695,"[520, 678, 2563, 4628, 2908, 846, 1631, 3068, 4691]","[0.7179417920046876, 0.8001970320529084]"
1696,1696,"[42, 248, 427, 991, 1294, 1722, 3205, 3417, 828, 986, 1697, 1810, 2599, 4405]","[0.441196936625218, 0.6798879140228268]"
1697,1697,"[338, 828, 986, 1722, 3205, 2793, 42, 248, 427, 833, 991, 1279, 1696, 2243, 2810, 3163, 3417, 4642]","[0.42608635477471346, 0.6466165812389336]"
1698,1698,"[2322, 3669, 149, 2324, 3957, 4993]","[0.9429936411626741, 0.16516851665823173]"
1699,1699,"[516, 737, 905, 1314, 1639, 2525, 2052, 2684, 3512, 4203, 2042, 12, 324, 423, 529, 748, 1362, 2148, 2272, 2587, 2912, 4038, 4800]","[0.5441291039382284, 0.8747114041698282]"
1700,1700,"[311, 691, 898, 1509, 3923, 1732, 4731, 1568, 1832, 1835, 2056, 2623, 3105, 3620, 3713]","[0.9485073167150601, 0.3376654672560867]"
1701,1701,"[941, 1351, 2603, 3613, 4226, 2182, 1790, 184, 426, 724, 1161, 1958, 1959, 2509, 2771, 4120, 4192]","[0.5484236354861134, 0.7266702968306911]"
1702,1702,"[2003, 2759, 1895, 3794, 1439, 3695]","[0.6010617190932318, 0.6429308918116649]"
1703,1703,"[380, 885, 1386, 3872, 2128, 1980, 960, 1185, 2569, 3245, 3409, 3832, 3994, 4165, 4502, 4746]","[0.2910698075408912, 0.11624218104204687]"
1704,1704,"[341, 1248, 2730, 4117, 3871, 381, 408, 482, 1752, 2140, 4072, 4214]","[0.02311582026607817, 0.0882908885921978]"
1705,1705,"[193, 251, 1461, 1516, 1587, 1680, 4553, 3601, 3038, 2522, 644, 1955, 1978, 3147, 3436, 3755, 3808, 4199, 4810, 4938]","[0.5367015749635596, 0.23479929078612638]"
1706,1706,"[168, 940, 4819, 1726, 3900, 2369, 2580, 3220, 3838, 3997, 4282, 4318, 4400]","[0.75162408080901, 0.48933643043381003]"
1707,1707,"[299, 453, 3582, 4280, 3503, 3029, 2978, 440, 1118, 1179, 1392, 1651, 2649, 2782, 3247, 3678, 4289, 4307]","[0.6748239964083668, 0.2824891890202271]"
1708,1708,"[291, 1251, 1354, 3786, 4084, 4585, 3995, 4831, 108, 519, 597, 883, 1767, 2014, 2173, 2513, 2956]","[0.3703330452295627, 0.4274333717260339]"
1709,1709,"[921, 1225, 3465, 4534, 3804, 1938, 24, 514, 2501, 3565, 4497]","[0.8106245721994706, 0.2249435032439736]"
1710,1710,"[949, 1266, 2281, 3861, 4208, 1176, 1886, 3536]","[0.5033621419949207, 0.059851518909283086]"
1711,1711,"[664, 1637, 3781, 4990, 3022, 4449, 107, 356, 533, 1005, 1527, 2794, 2905, 3616, 4352, 4576]","[0.7229860817689509, 0.400665509313745]"
1712,1712,"[232, 1407, 1436, 1530, 3062, 4503, 579, 1115, 2714, 2900, 3380]","[0.1926122178437879, 0.5246632456113649]"
1713,1713,"[572, 1114, 2357, 4565, 2113, 3332, 3309, 1086, 1645, 2775, 2932, 4279]","[0.8613108907247204, 0.012176874240263036]"
1714,1714,"[835, 3502, 2435, 3482, 4251, 2993, 4864, 971, 1677, 2933]","[0.5152598217067379, 0.4435818589622299]"
1715,1715,"[422, 1550, 1853, 1994, 3200, 944, 1338, 1676, 2189, 3234, 3440, 3485, 3765, 3836, 4771, 4861]","[0.6607649739698981, 0.8971777735030515]"
1716,1716,"[1424, 4482, 2338, 3844, 807, 1625, 3778, 4783]","[0.24662483650670686, 0.8126080519673506]"
1717,1717,"[841, 1560, 1797, 4139, 2642, 1965, 4760, 759, 1008, 1555, 1652, 1836, 2742, 3983, 4008, 4240, 4284]","[0.3605272968308689, 0.21805898912317556]"
1718,1718,"[3405, 3150, 4995, 1419, 3730, 4567]","[0.4154584867394243, 0.9969958724594516]"
1719,1719,"[1298, 1321, 2706, 4886, 2575, 2194, 4394, 175, 384, 428, 762, 2992, 3126, 3541, 4312]","[0.2076461618198483, 0.9478670954926721]"
1720,1720,"[1111, 4357, 2444, 3117, 4149, 3329, 277, 363, 1667, 3261, 3525, 4232, 4431, 4888, 4914]","[0.10975388448963219, 0.11422861333759715]"
1721,1721,"[212, 1348, 3053, 2785, 2237, 57, 764, 934, 1295, 2564, 3745, 4398, 4506]","[0.4370847871791852, 0.3119210891278842]"
1722,1722,"[42, 248, 427, 828, 986, 991, 1696, 1697, 3417, 3205, 1294, 2242, 2793]","[0.4292993690586788, 0.6663172363862572]"
1723,1723,"[1110, 2656, 4749, 217, 667, 1164, 3149, 3224, 3916]","[0.5467908522368452, 0.40854520831714836]"
1724,1724,"[401, 1373, 2988, 4484, 4564, 2539, 3881, 847, 1570, 1624, 2629, 2969, 4199, 4290]","[0.5813698420514715, 0.26728601480941017]"
1725,1725,"[71, 1389, 4920, 2819, 2004, 4895, 3509, 4715, 316, 815, 1065, 2075, 2667, 3679, 4381, 4784]","[0.8708602535432577, 0.20509978543908236]"
1726,1726,"[168, 940, 1706, 3838, 4433, 3900, 2369, 641, 1772, 2580, 3229, 4282, 4400, 4819]","[0.7362138656128218, 0.47940833769606095]"
1727,1727,"[252, 745, 4017, 4892, 1981, 3756, 3764, 3182, 1032, 1684, 1805, 2442, 2479, 2624, 4298, 4687, 4965, 4988]","[0.2790061048622662, 0.038995638610230254]"
1728,1728,"[2677, 121, 3846]","[0.09440877054834129, 0.03453184702219425]"
1729,1729,"[1081, 2457, 2918, 2944, 4250, 522, 1779, 2395, 2827, 4025]","[0.7336043122885351, 0.640794534466852]"
1730,1730,"[405, 1162, 1606, 4967, 3734, 135, 2365, 4008, 4112, 4240, 4285, 4744]","[0.3356108384448755, 0.27249920489924295]"
1731,1731,"[97, 1555, 1652, 4284, 16, 1275, 3983, 4002, 4139]","[0.3894740270122825, 0.2062125085881481]"
1732,1732,"[311, 691, 898, 1568, 1700, 3105, 3923, 2623, 3620, 1832, 2061, 1835, 11, 21, 1509, 2687, 2843, 4098, 4668, 4731]","[0.9493645818499123, 0.3192759073082553]"
1733,1733,"[420, 1188, 4982, 1438, 4532, 4757]","[0.37763949822155674, 0.8318060460168909]"
1734,1734,"[786, 946, 993, 4498, 2391, 2464, 4057]","[0.505158662807858, 0.6993413952941456]"
1735,1735,"[1308, 1562, 2195, 2796, 4046, 92, 1122, 1191, 2091, 3496]","[0.8526127529019437, 0.7194152636905973]"
1736,1736,"[298, 1050, 1234, 3316, 2132, 4837, 3408, 4740, 3286, 3365, 2460, 1807, 2610, 3101, 3652, 3709, 3810, 4078, 4191, 4404]","[0.7257653247147235, 0.8952821695561245]"
1737,1737,"[49, 3895, 1839, 2063, 4361]","[0.09933646279708042, 0.7053706289341541]"
1738,1738,"[999, 4933, 1812, 4263, 1214, 2005, 3354, 4371, 4584, 4672]","[0.6412388238225449, 0.4838263938820675]"
1739,1739,"[1449, 1575, 3636, 2753, 3833, 206, 469, 507, 761, 1609, 1944, 2016, 2197, 2453, 3659, 3751, 4207, 4456]","[0.5988438349193038, 0.1593578319231811]"
1740,1740,"[201, 303, 1302, 2449, 3964, 2915, 4156, 4610, 129, 875, 2561, 2938, 3157, 3555, 3699, 4685]","[0.34520776583466684, 0.6875006944889894]"
1741,1741,"[913, 2171, 2166, 3545, 3717, 2000, 2817, 2925, 3342, 3762]","[0.8313351692357792, 0.7866495786681864]"
1742,1742,"[122, 785, 1282, 2016, 4950, 2713, 3468, 282, 469, 1944, 1970, 2320, 2453, 3178, 4311]","[0.6062748000248024, 0.11373808724887369]"
1743,1743,"[677, 1921, 1893, 2109, 4265, 3724, 79, 99, 231, 236, 2346, 2385, 2828, 3483, 3600, 3829, 3945]","[0.2877931633421771, 0.708315849981625]"
1744,1744,"[792, 1068, 1896, 4413, 431, 968, 1486, 2010, 4457]","[0.8917234906564929, 0.5607565574319885]"
1745,1745,"[1531, 4853, 2931, 3063, 3165, 3223, 3238]","[0.2912795681119018, 0.16752598589934897]"
1746,1746,"[1166, 2494, 2402, 1962, 3876, 430, 565, 1066, 2536, 2693, 2962]","[0.20480977834893355, 0.0495444482832218]"
1747,1747,"[166, 1949, 2885, 131, 2744, 3015, 4041, 4943]","[0.3332956721200393, 0.5991846306321825]"
1748,1748,"[2753, 3814, 507, 661, 2197, 3659, 3833]","[0.608139852524415, 0.18288817221781095]"
1749,1749,"[261, 1857, 2103, 4168, 2646, 3960, 4073, 1397, 1640, 2137, 3166, 3719, 3924, 3969]","[0.47776726393424807, 0.9763281631694061]"
1750,1750,"[1071, 1247, 4713, 3214, 3416, 3494, 355, 425, 2594, 3250, 3422, 4814]","[0.41512512815764036, 0.47799259974314146]"
1751,1751,"[515, 1425, 2124, 3228, 3176, 3230, 4029, 2531, 519, 545, 800, 1067, 2014, 2452, 2468, 2807, 3180, 3280, 3407, 3612, 4088, 4193, 4231, 4846]","[0.3434904753511876, 0.47467199744496236]"
1752,1752,"[408, 2140, 2730, 4072, 2215, 341, 772, 1248, 1704, 2981, 4117, 4131, 4214, 3266]","[0.03592898832627378, 0.06730000049262741]"
1753,1753,"[740, 746, 1210, 1399, 2202, 1774, 4689, 2064, 3674, 7, 270, 1153, 2499, 2867, 2910, 3750]","[0.2226709508348611, 0.30988355510896815]"
1754,1754,"[1299, 1691, 2751, 3169, 3679, 4568, 4872]","[0.9187643328648126, 0.17242154540433485]"
1755,1755,"[738, 2025, 1318, 3886]","[0.9984467655762257, 0.6383013777862048]"
1756,1756,"[30, 188, 530, 2117, 3480, 3031, 4609, 1520, 2443, 4651, 4706, 4871]","[0.7352674493577028, 0.7369548594613217]"
1757,1757,"[27, 907, 1400, 1573, 3692, 2301, 2924, 627, 1635, 2509, 3414, 3597, 4120, 4192]","[0.5559724036370918, 0.6738431870391247]"
1758,1758,"[2613, 2240, 3926, 1856, 3036]","[0.5073884649174364, 0.4795776909662597]"
1759,1759,"[784, 1484, 2709, 1800, 3402, 4544, 56, 370, 1022, 2553, 4037]","[0.4258439662849173, 0.03831046999584986]"
1760,1760,"[1274, 2620, 3576]","[0.6753755709230531, 0.3125485756167108]"
1761,1761,"[138, 817, 1329, 4412, 3327, 2960, 1547, 1551, 1877, 2191, 2777, 4162]","[0.6411715165609725, 0.7324764830699333]"
1762,1762,"[470, 717, 1384, 3027, 4507, 4050, 690, 1528, 2226, 2345, 2899, 3925, 4873]","[0.4003312939222492, 0.3223680820166227]"
1763,1763,"[1851, 3675, 3518, 3387, 2974]","[0.8416085738069368, 0.8890509930335225]"
1764,1764,"[223, 353, 776, 1058, 4854, 4229, 141, 331, 377, 1084, 1403, 2495, 2543, 3560, 3899, 4066, 4205, 4295, 4570, 4572]","[0.2935237749836417, 0.9159611498907763]"
1765,1765,"[1440, 3011, 2847, 67, 584]","[0.7632990538717381, 0.010207362766956107]"
1766,1766,"[537, 586, 2669, 3639, 4477, 2952, 4465, 3976, 4545, 124, 645, 1536, 1628, 1924, 1990, 2500, 2839, 3364]","[0.7979458148930828, 0.4151960759523494]"
1767,1767,"[108, 480, 545, 1481, 2014, 3767, 4084, 15, 291, 519, 800, 1251, 1305, 1425, 1708, 2452, 3230, 4380, 4846]","[0.33619220863120935, 0.4360743628784054]"
1768,1768,"[191, 663, 775, 1255, 1673, 2576, 2431, 2293, 4475, 4978, 3726, 256, 589, 600, 702, 1203, 1517, 1834, 1913, 2044, 2553, 2826, 2998, 3411, 4544]","[0.4074889268789771, 0.07733871595896524]"
1769,1769,"[10, 1586, 1636, 2409, 4633, 2094, 1057, 3084, 3160, 4054, 4437, 4549]","[0.7121142697316758, 0.3458545598556153]"
1770,1770,"[283, 887, 2871, 1811, 361, 1235, 3163, 3175, 3260]","[0.409538571466032, 0.607885904016933]"
1771,1771,"[669, 730, 2190, 3256, 4491, 3045, 1781, 4036, 2945, 59, 1313, 1324, 2825, 3360, 4204, 4332, 4949]","[0.9226252845086514, 0.060159588074639836]"
1772,1772,"[310, 992, 4433, 3838, 3997, 4400, 1726, 2580, 2776, 3900, 4694]","[0.7369540178030387, 0.4470012007302072]"
1773,1773,"[2147, 4410, 195]","[0.6271775255689751, 0.813074692688993]"
1774,1774,"[746, 1210, 1753, 4689, 3670, 3674, 2910, 2867, 3750, 2064, 7, 270, 740, 1153, 1399, 1404, 2202, 2848, 4365, 4799]","[0.23648992809443603, 0.3238914579756639]"
1775,1775,"[1361, 1466, 1590, 3732, 4205, 3645, 4843, 1825, 4334, 3560, 2495, 3023, 141, 223, 377, 618, 1335, 2224, 2359, 3292, 3320, 3528, 4056, 4066, 4337]","[0.2620962944088945, 0.8942214030560849]"
1776,1776,"[517, 1507, 3961, 2836, 1953, 4709, 2683, 3535, 4301, 3122, 2567, 24, 386, 514, 804, 4750, 4807]","[0.7971142304550105, 0.1713499906431516]"
1777,1777,"[1207, 4067, 4630, 4989, 4806, 3515, 2314]","[0.003775003197065252, 0.3325925857195684]"
1778,1778,"[120, 1216, 1515, 2420, 1841, 3693, 2047, 160, 1242, 1328, 1417, 2578, 2795, 2922, 3469, 3953, 4118, 4419]","[0.0947446072924828, 0.9610969821284254]"
1779,1779,"[82, 722, 1311, 1633, 2457, 2395, 2681, 4302, 522, 757, 1729, 2372, 2827, 2918, 3577, 4250]","[0.7501197187847279, 0.6204870272489285]"
1780,1780,"[316, 585, 1378, 3078, 1813, 4184, 4478, 2751, 3790, 3827, 4920]","[0.8921623466762352, 0.21744135810045073]"
1781,1781,"[669, 1771, 4858, 2945, 4491, 4949, 4332, 3045, 730, 1927, 2190, 2825, 3256, 3610, 4036, 4204]","[0.9330641151462891, 0.06878610454329048]"
1782,1782,"[1844, 3922]","[0.09316295973987343, 0.4246083170975026]"
1783,1783,"[109, 923, 4524, 4859, 4986, 2078, 272, 557, 1083, 1341, 2351, 2704, 2974, 3319, 4215, 4274, 4383, 4607, 4891]","[0.8142987017460128, 0.9391987287738602]"
1784,1784,"[557, 1341, 4986, 2521, 4383, 1908, 4650, 3589, 3497, 3209, 109, 2704, 2959, 2974, 3289, 3384, 4123, 4787, 4859]","[0.8452582237428198, 0.9436490666335984]"
1785,1785,"[438, 1871, 4001, 4136, 4335, 693, 831, 1510, 3184, 3735]","[0.08144719643066844, 0.8722541359959588]"
1786,1786,"[186, 445, 844, 1499, 3006, 4620, 4560, 3082, 2979, 4638, 1033, 1054, 1504, 2691, 3511, 4019, 4922]","[0.9286139131265658, 0.8330029175083912]"
1787,1787,"[819, 2846, 3746, 3596, 1292, 1910, 3810, 4163, 4404, 4834]","[0.7162071234343811, 0.9426443411101187]"
1788,1788,"[1684, 2798, 2442, 4762, 1981, 3017, 3182, 4017, 4127, 4298, 4892]","[0.2752978037857995, 0.07307512716233777]"
1789,1789,"[4331, 2559, 242, 504, 3382, 3709]","[0.7870213246544006, 0.9185099795015261]"
1790,1790,"[1701, 4402, 3613, 4192, 4226, 2771, 2603, 426, 724, 941, 1351, 1400, 1959, 2182, 2509, 3202, 4120]","[0.5608179332540713, 0.718270875548745]"
1791,1791,"[250, 1017, 2088, 2674, 4485, 3344, 4486, 1408, 2264, 2390, 3207, 3649, 4020]","[0.5990981562731251, 0.8820320074693527]"
1792,1792,"[102, 1011, 1441, 4455, 214, 1672, 2181, 3516, 3540, 3590]","[0.6017306289514609, 0.46170483005835417]"
1793,1793,"[94, 216, 767, 4572, 4956, 3806, 2585, 3818, 3301, 4063, 3899, 3030, 1014, 1659, 2054, 2071, 2250, 3630, 3714, 4096, 4528, 4854, 4900]","[0.334230781486082, 0.9051198535172951]"
1794,1794,"[47, 424, 782, 1117, 1143, 1585, 3773, 3054, 3622, 2438, 3434, 552, 922, 974, 1852, 2252, 4823]","[0.15696331531229324, 0.561651624038295]"
1795,1795,"[4973, 3711, 4738, 2303, 4370, 3607, 101, 185, 2256, 3576, 4926]","[0.6312636702118359, 0.3402647974112064]"
1796,1796,"[738, 3886]","[0.994593876963716, 0.6139503759393242]"
1797,1797,"[759, 841, 1008, 1717, 4008, 4760, 4240, 135, 703, 1222, 1560, 1942, 1965, 2506, 2642, 2856, 4139, 4671]","[0.34552745170880206, 0.22833770223103667]"
1798,1798,"[860, 753]","[0.0703325549670214, 0.537391027603052]"
1799,1799,"[125, 227, 3884, 3578, 2976, 2187, 4159, 4461, 3531, 3628, 758, 1922, 2280, 2699, 3663, 3728, 3931]","[0.20285675581465323, 0.13970423414506605]"
1800,1800,"[784, 1484, 1759, 2709, 3402, 370, 1022, 2285, 4544]","[0.4371692642020456, 0.037684052528304535]"
1801,1801,"[1035, 1108, 1491, 3568, 4406, 3527, 346, 1691, 2591, 4111, 4391]","[0.9140187507252236, 0.14875535687860775]"
1802,1802,"[3118, 3779, 4215, 272, 923, 929, 1333, 4733, 4891]","[0.7902873677835587, 0.9722111623312426]"
1803,1803,"[506, 1457, 1564, 1667, 2175, 3442, 3389, 607, 2374, 2444, 2838, 3948, 4431]","[0.1139002704907719, 0.16627579141857773]"
1804,1804,"[290, 872, 1092, 2501, 24, 181, 350, 514, 1213, 1938, 3706, 4497, 4534, 4649]","[0.7801196609612796, 0.22625838292094502]"
1805,1805,"[252, 1032, 1981, 3756, 2479, 2718, 3593, 4017, 725, 745, 1684, 1727, 3372, 3764, 4298, 4605, 4892]","[0.25647934939992334, 0.03195203244903677]"
1806,1806,"[335, 729, 1078, 4812, 2544, 4976, 2069, 257, 484, 1102, 1584, 1897, 2392, 3115, 3980, 4174, 4343]","[0.8017510893278654, 0.5695320252648428]"
1807,1807,"[1050, 1234, 4095, 3810, 4404, 3286, 3225, 4842, 3652, 2460, 4191, 298, 1736, 2132, 2493, 2846, 2926, 3316, 3365, 3746, 3963, 4837]","[0.7016176296816543, 0.9074158001566094]"
1808,1808,"[1556, 4744, 3734, 4285, 1606, 3338, 4112]","[0.30460782614179516, 0.28937970520432177]"
1809,1809,"[6, 133, 269, 1082, 2000, 4129, 2817, 4135, 4699, 913, 2804, 2925, 3145, 3304, 3388]","[0.7995911256102425, 0.7962016870242526]"
1810,1810,"[1294, 1368, 4405, 2283, 427, 1664, 1696, 3474, 3544, 4325, 4500, 4941]","[0.435098628287231, 0.7001312023259814]"
1811,1811,"[283, 361, 887, 1235, 1770, 3163, 3175, 3260, 2871, 89, 671, 1559, 2043, 2793, 3475, 4441, 4642]","[0.39504273748911567, 0.6188666004513229]"
1812,1812,"[118, 999, 1214, 1738, 4371, 4263, 4933, 119, 1428, 2150, 3108, 3354, 4584, 4672]","[0.655922385250718, 0.47863773262436293]"
1813,1813,"[1378, 1780, 316, 3078]","[0.8814641610643802, 0.2270596434507859]"
1814,1814,"[701, 755, 1415, 1572, 4947, 2650, 3189, 1840, 1227, 1879, 2389]","[0.9062811891495688, 0.36111304743516137]"
1815,1815,"[696, 971, 1827, 2616, 3183, 835, 1276, 2476, 3463, 3824]","[0.4732225599728992, 0.42254726905313034]"
1816,1816,"[161, 1687, 4030, 2538, 2893, 2722, 3054, 3237, 3559]","[0.12596865047205696, 0.5271880272311322]"
1817,1817,"[1012, 1450, 3451, 2719, 2950, 4705, 3860, 2399, 2664, 2958, 2967, 3705, 3807, 4315, 4808, 4928]","[0.05051289854223995, 0.2235668416810983]"
